1,0,0.001103597,0.192100491,0,0.033333333,0.033333333,1,1,1,1,0,http,tcp
1,0,0.000370216,0.003893749,0,0,0,1,1,0.996062992,1,0,private,udp
1,0,0.000698122,0.020535524,0,0.058823529,0.058823529,1,1,1,1,0,http,tcp
1,0,0.001170589,0.071234265,0,0.001960784,0.01372549,1,0.992125984,1,1,0.01,http,tcp
1,0,0.000370216,0.003893749,0,0.001960784,0.001960784,1,1,0.996062992,1,0.01,private,udp
1,0,0.001054235,0.007440794,0,0.001960784,0.001960784,1,0.503937008,1,1,0.01,http,tcp
1,0,0.002401117,0.008774269,0,0,0,1,0.362204724,0.625984252,0.54,0.01,smtp,tcp
1,0,0.001061287,0.017041818,0,0.007843137,0.02745098,1,0.015748031,0.968503937,1,0.2,http,tcp
1,0,0.000666389,0.158870279,0,0.009803922,0.009803922,1,0.523622047,1,1,0.01,http,tcp
1,0,0.000772165,0.010987839,0,0.031372549,0.039215686,1,1,1,1,0,http,tcp
1,0,0.000793321,0.059713036,0,0.011764706,0.01372549,1,1,0.964566929,0.96,0,http,tcp
1,0,0.000370216,0.003920418,0,0,0,1,1,0.996062992,1,0,private,udp
1,0,0.000796846,0.036803926,0,0.011764706,0.011764706,1,1,0.984251969,0.98,0,http,tcp
1,0,0.000370216,0.003920418,0,0,0,1,1,0.996062992,1,0,private,udp
1,0,0.000916726,0.107398122,0,0.019607843,0.019607843,1,0.409448819,1,1,0.01,http,tcp
1,0,0,0,0,0,0,1,1,0,0,0.93,other,tcp
1,0,0.000719277,0.035817154,0,0.070588235,0.109803922,1,1,1,1,0,http,tcp
1,0,0.000370216,0.003920418,0,0,0,1,1,0.996062992,1,0,private,udp
1,0,0.000370216,0,0,0,0,1,0.75984252,0.751968504,0.99,0.01,private,udp
1,0,0.000186871,0.001333476,0,1,1,1,1,1,1,0.84,private,udp
1,0,0.001152959,0.022002347,0,0.035294118,0.064705882,1,0.181102362,1,1,0.02,http,tcp
1,0,0.001149433,0.109958396,0,0.009803922,0.009803922,1,0.531496063,0.968503937,1,0.01,http,tcp
1,0,0.000638182,0.040244293,0,0.009803922,0.009803922,1,0.303149606,1,1,0.01,http,tcp
1,0,0.001068338,0.00818754,0,0.007843137,0.009803922,1,1,1,1,0,http,tcp
1,0,0.000775691,0.016588436,0,0.031372549,0.043137255,1,1,1,1,0,http,tcp
1,0,0.00087089,0.203381694,0,0.01372549,0.015686275,1,0.157480315,0.433070866,1,0.02,http,tcp
1,0,0.001110649,0.006800725,0,0.023529412,0.023529412,1,1,1,1,0,http,tcp
1,0,0.001124752,0.146708982,0,0.01372549,0.015686275,1,1,1,1,0,http,tcp
1,0,0.001276365,0.046778323,0,0.003921569,0.003921569,1,0.196850394,1,1,0.02,http,tcp
1,0,0.001138856,0.021468957,0,0.02745098,0.047058824,1,0.31496063,1,1,0.01,http,tcp
1,0,0.001050709,0.022055686,0,0.017647059,0.043137255,1,0.157480315,1,1,0.02,http,tcp
1,0,0.00103308,0.411137188,0,0.01372549,0.01372549,1,1,1,1,0,http,tcp
1,0,0.000370216,0.003893749,0,0.003921569,0.001960784,0.67,1,0.996062992,1,0.01,private,udp
1,0,0.000155138,0.002986985,0,0,0.001960784,1,1,0.980314961,0.98,0,domain_u,udp
1,0,0.00123758,0.250160017,0,0.009803922,0.009803922,1,1,1,1,0,http,tcp
